Timestamp,Read Speed (MB/s),Write Speed (MB/s),Alert
2025-09-13 05:49:34,0.00,0.00,
2025-09-13 05:49:34,0.00,0.00,
2025-09-13 05:49:35,0.00,0.00,
2025-09-13 05:49:35,0.00,0.00,
2025-09-13 05:49:36,0.00,0.00,
2025-09-13 05:49:36,0.00,0.00,
2025-09-13 05:49:37,0.00,0.08,
2025-09-13 05:49:37,0.00,0.08,
2025-09-13 05:49:38,0.00,0.01,
2025-09-13 05:49:38,0.00,0.01,
2025-09-13 05:49:39,0.00,0.14,
2025-09-13 05:49:39,0.00,0.14,
2025-09-13 05:49:40,0.00,0.00,
2025-09-13 05:49:40,0.00,0.00,
2025-09-13 05:49:41,0.00,1.46,
2025-09-13 05:49:41,0.00,1.46,
2025-09-13 05:49:42,0.00,0.36,
2025-09-13 05:49:42,0.00,0.36,
2025-09-13 05:49:43,0.00,0.11,
2025-09-13 05:49:43,0.00,0.11,
2025-09-13 05:49:44,0.00,0.00,
2025-09-13 05:49:44,0.00,0.00,
2025-09-13 05:49:45,0.00,0.00,
2025-09-13 05:49:45,0.00,0.00,
2025-09-13 05:49:46,0.00,0.00,
2025-09-13 05:49:46,0.00,0.00,
2025-09-13 05:49:47,0.00,0.08,
2025-09-13 05:49:47,0.00,0.08,
2025-09-13 05:49:48,0.00,0.00,
2025-09-13 05:49:48,0.00,0.00,
2025-09-13 05:49:49,0.00,0.01,
2025-09-13 05:49:49,0.00,0.01,
2025-09-13 05:49:50,0.00,0.00,
2025-09-13 05:49:50,0.00,0.00,
2025-09-13 05:49:51,0.51,0.55,
2025-09-13 05:49:51,0.51,0.55,
2025-09-13 05:49:52,0.00,0.11,
2025-09-13 05:49:52,0.00,0.11,
2025-09-13 05:49:53,0.00,0.00,
2025-09-13 05:49:53,0.00,0.00,
2025-09-13 05:49:54,0.00,0.00,
2025-09-13 05:49:54,0.00,0.00,
2025-09-13 05:49:55,0.00,0.16,
2025-09-13 05:49:55,0.00,0.16,
2025-09-13 05:49:56,0.00,0.00,
2025-09-13 05:49:56,0.00,0.00,
2025-09-13 05:49:57,0.00,0.11,
2025-09-13 05:49:57,0.00,0.11,
2025-09-13 05:49:58,0.00,0.00,
2025-09-13 05:49:58,0.00,0.00,
2025-09-13 05:49:59,0.00,0.13,
2025-09-13 05:49:59,0.00,0.13,
2025-09-13 05:50:00,0.00,0.00,
2025-09-13 05:50:00,0.00,0.00,
2025-09-13 05:50:01,0.00,0.00,
2025-09-13 05:50:01,0.00,0.00,
2025-09-13 05:50:02,0.00,0.17,
2025-09-13 05:50:02,0.00,0.17,
2025-09-13 05:50:03,0.00,0.00,
2025-09-13 05:50:03,0.00,0.00,
2025-09-13 05:50:04,0.00,0.00,
2025-09-13 05:50:04,0.00,0.00,
2025-09-13 05:50:05,0.00,0.02,
2025-09-13 05:50:05,0.00,0.02,
2025-09-13 05:50:06,0.00,0.00,
2025-09-13 05:50:06,0.00,0.00,
2025-09-13 05:50:07,0.00,0.09,
2025-09-13 05:50:07,0.00,0.09,
2025-09-13 05:50:08,0.00,0.00,
2025-09-13 05:50:08,0.00,0.00,
2025-09-13 05:50:09,0.00,0.00,
2025-09-13 05:50:09,0.00,0.00,
2025-09-13 05:50:10,0.00,0.00,
2025-09-13 05:50:10,0.00,0.00,
2025-09-13 05:50:11,0.00,0.00,
2025-09-13 05:50:11,0.00,0.00,
2025-09-13 05:50:12,0.00,1.43,
2025-09-13 05:50:12,0.00,1.43,
2025-09-13 05:50:13,0.00,0.00,
2025-09-13 05:50:13,0.00,0.00,
2025-09-13 05:50:14,0.00,0.00,
2025-09-13 05:50:14,0.00,0.00,
2025-09-13 05:50:15,0.00,0.00,
2025-09-13 05:50:15,0.00,0.00,
2025-09-13 05:50:16,0.00,0.00,
2025-09-13 05:50:16,0.00,0.00,
2025-09-13 05:50:17,0.00,0.61,
2025-09-13 05:50:17,0.00,0.61,
2025-09-13 05:50:18,0.00,0.00,
2025-09-13 05:50:18,0.00,0.00,
2025-09-13 05:50:19,0.00,0.20,
2025-09-13 05:50:19,0.00,0.20,
2025-09-13 05:50:20,0.00,0.00,
2025-09-13 05:50:20,0.00,0.00,
2025-09-13 05:50:21,0.00,0.00,
2025-09-13 05:50:21,0.00,0.00,
2025-09-13 05:50:22,0.00,0.19,
2025-09-13 05:50:22,0.00,0.19,
2025-09-13 05:50:23,0.00,0.15,
2025-09-13 05:50:23,0.00,0.15,
2025-09-13 05:50:24,0.00,0.02,
2025-09-13 05:50:24,0.00,0.02,
2025-09-13 05:50:25,0.00,0.00,
2025-09-13 05:50:25,0.00,0.00,
2025-09-13 05:50:26,0.00,0.00,
2025-09-13 05:50:26,0.00,0.00,
2025-09-13 05:50:27,0.00,0.00,
2025-09-13 05:50:27,0.00,0.00,
2025-09-13 05:50:28,0.00,0.09,
2025-09-13 05:50:28,0.00,0.09,
2025-09-13 05:50:29,0.00,0.00,
2025-09-13 05:50:29,0.00,0.00,
2025-09-13 05:50:30,0.00,0.15,
2025-09-13 05:50:30,0.00,0.15,
2025-09-13 05:50:31,0.00,0.00,
2025-09-13 05:50:31,0.00,0.00,
2025-09-13 05:50:32,0.00,0.15,
2025-09-13 05:50:32,0.00,0.15,
2025-09-13 05:50:33,0.00,0.00,
2025-09-13 05:50:33,0.00,0.00,
2025-09-13 05:50:34,0.00,0.00,
2025-09-13 05:50:34,0.00,0.00,
2025-09-13 05:50:35,0.00,0.00,
2025-09-13 05:50:35,0.00,0.00,
2025-09-13 05:50:36,0.00,0.00,
2025-09-13 05:50:36,0.00,0.00,
2025-09-13 05:50:37,0.00,0.10,
2025-09-13 05:50:37,0.00,0.10,
2025-09-13 05:50:38,0.00,0.00,
2025-09-13 05:50:38,0.00,0.00,
2025-09-13 05:50:39,0.00,0.00,
2025-09-13 05:50:39,0.00,0.00,
2025-09-13 05:50:40,0.00,0.00,
2025-09-13 05:50:40,0.00,0.00,
2025-09-13 05:50:41,0.00,0.14,
2025-09-13 05:50:41,0.00,0.14,
2025-09-13 05:50:42,0.00,0.11,
2025-09-13 05:50:42,0.00,0.11,
2025-09-13 05:50:43,0.00,1.18,
2025-09-13 05:50:43,0.00,1.18,
2025-09-13 05:50:44,0.00,0.00,
2025-09-13 05:50:44,0.00,0.00,
2025-09-13 05:50:45,0.00,0.01,
2025-09-13 05:50:45,0.00,0.01,
2025-09-13 05:50:46,0.00,0.03,
2025-09-13 05:50:46,0.00,0.03,
2025-09-13 05:50:47,0.00,0.09,
2025-09-13 05:50:47,0.00,0.09,
2025-09-13 05:50:48,0.00,0.00,
2025-09-13 05:50:48,0.00,0.00,
2025-09-13 05:50:49,0.00,0.00,
2025-09-13 05:50:49,0.00,0.00,
2025-09-13 05:50:50,0.00,0.25,
2025-09-13 05:50:50,0.00,0.25,
2025-09-13 05:50:51,0.00,0.14,
2025-09-13 05:50:51,0.00,0.14,
2025-09-13 05:50:52,0.00,0.12,
2025-09-13 05:50:52,0.00,0.12,
2025-09-13 05:50:53,0.00,0.25,
2025-09-13 05:50:53,0.00,0.25,
2025-09-13 05:50:54,0.00,0.00,
2025-09-13 05:50:54,0.00,0.00,
2025-09-13 05:50:55,0.00,0.16,
2025-09-13 05:50:55,0.00,0.16,
2025-09-13 05:50:56,0.00,0.00,
2025-09-13 05:50:56,0.00,0.00,
2025-09-13 05:50:57,0.00,0.09,
2025-09-13 05:50:57,0.00,0.09,
2025-09-13 05:50:58,0.00,0.00,
2025-09-13 05:50:58,0.00,0.00,
2025-09-13 05:50:59,0.00,0.15,
2025-09-13 05:50:59,0.00,0.15,
2025-09-13 05:51:00,0.00,1.01,
2025-09-13 05:51:00,0.00,1.01,
2025-09-13 05:51:01,0.00,0.19,
2025-09-13 05:51:01,0.00,0.19,
2025-09-13 05:51:02,0.00,0.12,
2025-09-13 05:51:02,0.00,0.12,
2025-09-13 05:51:03,0.00,0.00,
2025-09-13 05:51:03,0.00,0.00,
2025-09-13 05:51:04,0.00,0.00,
2025-09-13 05:51:04,0.00,0.00,
2025-09-13 05:51:05,0.00,0.03,
2025-09-13 05:51:05,0.00,0.03,
2025-09-13 05:51:06,0.00,0.00,
2025-09-13 05:51:06,0.00,0.00,
2025-09-13 05:51:07,0.00,0.08,
2025-09-13 05:51:07,0.00,0.08,
2025-09-13 05:51:08,0.00,0.00,
2025-09-13 05:51:08,0.00,0.00,
2025-09-13 05:51:09,0.00,0.07,
2025-09-13 05:51:09,0.00,0.07,
2025-09-13 05:51:10,0.00,0.00,
2025-09-13 05:51:10,0.00,0.00,
2025-09-13 05:51:11,0.00,1.45,
2025-09-13 05:51:11,0.00,1.45,
2025-09-13 05:51:12,0.00,0.12,
2025-09-13 05:51:12,0.00,0.12,
2025-09-13 05:51:13,0.00,0.06,
2025-09-13 05:51:13,0.00,0.06,
2025-09-13 05:51:14,0.00,0.33,
2025-09-13 05:51:14,0.00,0.33,
2025-09-13 05:51:15,0.00,0.01,
2025-09-13 05:51:15,0.00,0.01,
2025-09-13 05:51:16,0.00,0.00,
2025-09-13 05:51:16,0.00,0.00,
2025-09-13 05:51:17,0.00,0.00,
2025-09-13 05:51:17,0.00,0.00,
2025-09-13 05:51:18,0.00,0.05,
2025-09-13 05:51:18,0.00,0.05,
2025-09-13 05:51:19,0.00,0.13,
2025-09-13 05:51:19,0.00,0.13,
2025-09-13 05:51:20,0.00,0.09,
2025-09-13 05:51:20,0.00,0.09,
2025-09-13 05:51:21,0.00,0.17,
2025-09-13 05:51:21,0.00,0.17,
2025-09-13 05:51:22,0.00,0.25,
2025-09-13 05:51:22,0.00,0.25,
2025-09-13 05:51:23,0.00,0.15,
2025-09-13 05:51:23,0.00,0.15,
2025-09-13 05:51:24,0.00,0.00,
2025-09-13 05:51:24,0.00,0.00,
2025-09-13 05:51:25,0.01,0.15,
2025-09-13 05:51:25,0.01,0.15,
2025-09-13 05:51:26,0.00,0.01,
2025-09-13 05:51:26,0.00,0.01,
2025-09-13 05:51:27,0.00,0.00,
2025-09-13 05:51:27,0.00,0.00,
2025-09-13 05:51:28,0.08,0.00,
2025-09-13 05:51:28,0.08,0.00,
2025-09-13 05:51:29,0.00,0.27,
2025-09-13 05:51:29,0.00,0.27,
2025-09-13 05:51:30,0.00,0.12,
2025-09-13 05:51:30,0.00,0.12,
2025-09-13 05:51:31,0.00,0.00,
2025-09-13 05:51:31,0.00,0.00,
2025-09-13 05:51:32,0.00,0.13,
2025-09-13 05:51:32,0.00,0.13,
2025-09-13 05:51:33,0.00,0.00,
2025-09-13 05:51:33,0.00,0.00,
2025-09-13 05:51:34,0.00,0.00,
2025-09-13 05:51:34,0.00,0.00,
2025-09-13 05:51:35,0.00,0.00,
2025-09-13 05:51:35,0.00,0.00,
2025-09-13 05:51:36,0.00,0.14,
2025-09-13 05:51:36,0.00,0.14,
2025-09-13 05:51:37,0.00,0.00,
2025-09-13 05:51:37,0.00,0.00,
2025-09-13 05:51:38,0.00,0.00,
2025-09-13 05:51:38,0.00,0.00,
2025-09-13 05:51:39,0.02,0.21,
2025-09-13 05:51:39,0.02,0.21,
2025-09-13 05:51:40,2.99,0.15,
2025-09-13 05:51:40,2.99,0.15,
2025-09-13 05:51:41,0.00,0.00,
2025-09-13 05:51:41,0.00,0.00,
2025-09-13 05:51:42,0.00,0.17,
2025-09-13 05:51:42,0.00,0.17,
2025-09-13 05:51:43,0.00,0.00,
2025-09-13 05:51:43,0.00,0.00,
2025-09-13 05:51:44,0.00,1.52,
2025-09-13 05:51:44,0.00,1.52,
2025-09-13 05:51:45,0.00,0.00,
2025-09-13 05:51:45,0.00,0.00,
2025-09-13 05:51:46,0.00,0.16,
2025-09-13 05:51:46,0.00,0.16,
2025-09-13 05:51:47,0.00,0.00,
2025-09-13 05:51:47,0.00,0.00,
2025-09-13 05:51:48,0.00,0.34,
2025-09-13 05:51:48,0.00,0.34,
2025-09-13 05:51:49,0.00,0.00,
2025-09-13 05:51:49,0.00,0.00,
2025-09-13 05:51:50,0.00,0.54,
2025-09-13 05:51:50,0.00,0.54,
2025-09-13 05:51:51,0.00,0.08,
2025-09-13 05:51:51,0.00,0.08,
2025-09-13 05:51:52,0.00,0.00,
2025-09-13 05:51:52,0.00,0.00,
2025-09-13 05:51:53,0.00,0.27,
2025-09-13 05:51:53,0.00,0.27,
2025-09-13 05:51:54,0.00,0.00,
2025-09-13 05:51:54,0.00,0.00,
2025-09-13 05:51:55,0.00,0.38,
2025-09-13 05:51:55,0.00,0.38,
2025-09-13 05:51:56,0.00,0.13,
2025-09-13 05:51:56,0.00,0.13,
2025-09-13 05:51:57,0.00,0.00,
2025-09-13 05:51:57,0.00,0.00,
2025-09-13 05:51:58,0.00,0.13,
2025-09-13 05:51:58,0.00,0.13,
2025-09-13 05:51:59,0.00,0.16,
2025-09-13 05:51:59,0.00,0.16,
2025-09-13 05:52:00,0.00,0.00,
2025-09-13 05:52:00,0.00,0.00,
2025-09-13 05:52:01,0.00,0.00,
2025-09-13 05:52:01,0.00,0.00,
2025-09-13 05:52:02,0.00,0.76,
2025-09-13 05:52:02,0.00,0.76,
2025-09-13 05:52:03,0.00,0.00,
2025-09-13 05:52:03,0.00,0.00,
2025-09-13 05:52:04,0.00,0.00,
2025-09-13 05:52:04,0.00,0.00,
2025-09-13 05:52:05,0.00,0.28,
2025-09-13 05:52:05,0.00,0.28,
2025-09-13 05:52:06,0.00,0.43,
2025-09-13 05:52:06,0.00,0.43,
2025-09-13 05:52:07,0.00,0.00,
2025-09-13 05:52:07,0.00,0.00,
2025-09-13 05:52:08,0.00,0.00,
2025-09-13 05:52:08,0.00,0.00,
2025-09-13 05:52:09,0.00,0.00,
2025-09-13 05:52:09,0.00,0.00,
2025-09-13 05:52:10,0.00,0.01,
2025-09-13 05:52:10,0.00,0.01,
2025-09-13 05:52:11,0.00,0.08,
2025-09-13 05:52:11,0.00,0.08,
2025-09-13 05:52:12,0.00,0.00,
2025-09-13 05:52:12,0.00,0.00,
2025-09-13 05:52:13,0.00,0.00,
2025-09-13 05:52:13,0.00,0.00,
2025-09-13 05:52:14,0.00,0.00,
2025-09-13 05:52:14,0.00,0.00,
2025-09-13 05:52:15,0.00,1.03,
2025-09-13 05:52:15,0.00,1.03,
2025-09-13 05:52:16,0.00,0.24,
2025-09-13 05:52:16,0.00,0.24,
2025-09-13 05:52:17,0.00,0.12,
2025-09-13 05:52:17,0.00,0.12,
2025-09-13 05:52:18,0.00,0.01,
2025-09-13 05:52:18,0.00,0.01,
2025-09-13 05:52:19,0.00,0.16,
2025-09-13 05:52:19,0.00,0.16,
2025-09-13 05:52:20,0.00,0.00,
2025-09-13 05:52:20,0.00,0.00,
2025-09-13 05:52:21,0.00,0.00,
2025-09-13 05:52:21,0.00,0.00,
2025-09-13 05:52:22,0.00,0.02,
2025-09-13 05:52:22,0.00,0.02,
2025-09-13 05:52:23,0.00,0.19,
2025-09-13 05:52:23,0.00,0.19,
2025-09-13 05:52:24,0.00,0.19,
2025-09-13 05:52:24,0.00,0.19,
2025-09-13 05:52:25,0.00,0.00,
2025-09-13 05:52:25,0.00,0.00,
2025-09-13 05:52:26,0.00,0.25,
2025-09-13 05:52:26,0.00,0.25,
2025-09-13 05:52:27,0.00,0.20,
2025-09-13 05:52:27,0.00,0.20,
2025-09-13 05:52:28,0.00,0.12,
2025-09-13 05:52:28,0.00,0.12,
2025-09-13 05:52:29,0.00,0.11,
2025-09-13 05:52:29,0.00,0.11,
2025-09-13 05:52:30,0.00,0.00,
2025-09-13 05:52:30,0.00,0.00,
2025-09-13 05:52:31,0.00,0.00,
2025-09-13 05:52:31,0.00,0.00,
2025-09-13 05:52:32,0.00,0.00,
2025-09-13 05:52:32,0.00,0.00,
2025-09-13 05:52:33,0.00,0.00,
2025-09-13 05:52:33,0.00,0.00,
2025-09-13 05:52:34,0.00,0.08,
2025-09-13 05:52:34,0.00,0.08,
2025-09-13 05:52:35,0.00,0.00,
2025-09-13 05:52:35,0.00,0.00,
2025-09-13 05:52:36,0.00,1.25,
2025-09-13 05:52:36,0.00,1.25,
2025-09-13 05:52:37,0.00,0.00,
2025-09-13 05:52:37,0.00,0.00,
2025-09-13 05:52:38,0.00,0.01,
2025-09-13 05:52:38,0.00,0.01,
2025-09-13 05:52:39,0.00,0.17,
2025-09-13 05:52:39,0.00,0.17,
2025-09-13 05:52:40,0.00,0.00,
2025-09-13 05:52:40,0.00,0.00,
2025-09-13 05:52:41,0.00,0.26,
2025-09-13 05:52:41,0.00,0.26,
2025-09-13 05:52:42,0.00,0.00,
2025-09-13 05:52:42,0.00,0.00,
2025-09-13 05:52:43,0.00,0.00,
2025-09-13 05:52:43,0.00,0.00,
2025-09-13 05:52:44,0.00,0.10,
2025-09-13 05:52:44,0.00,0.10,
2025-09-13 05:52:45,0.00,0.00,
2025-09-13 05:52:45,0.00,0.00,
2025-09-13 05:52:46,0.00,1.38,
2025-09-13 05:52:46,0.00,1.38,
2025-09-13 05:52:47,0.00,0.01,
2025-09-13 05:52:47,0.00,0.01,
2025-09-13 05:52:48,0.00,0.00,
2025-09-13 05:52:48,0.00,0.00,
2025-09-13 05:52:49,0.00,0.00,
2025-09-13 05:52:49,0.00,0.00,
2025-09-13 05:52:50,0.00,0.00,
2025-09-13 05:52:50,0.00,0.00,
2025-09-13 05:52:51,0.00,0.09,
2025-09-13 05:52:51,0.00,0.09,
2025-09-13 05:52:52,0.00,0.01,
2025-09-13 05:52:52,0.00,0.01,
2025-09-13 05:52:53,0.00,0.00,
2025-09-13 05:52:53,0.00,0.00,
2025-09-13 05:52:54,0.00,0.16,
2025-09-13 05:52:54,0.00,0.16,
2025-09-13 05:52:55,0.00,0.00,
2025-09-13 05:52:55,0.00,0.00,
2025-09-13 05:52:56,0.00,0.26,
2025-09-13 05:52:56,0.00,0.26,
2025-09-13 05:52:57,0.00,0.14,
2025-09-13 05:52:57,0.00,0.14,
2025-09-13 05:52:58,0.00,0.00,
2025-09-13 05:52:58,0.00,0.00,
2025-09-13 05:52:59,0.00,0.18,
2025-09-13 05:52:59,0.00,0.18,
2025-09-13 05:53:00,0.00,1.73,
2025-09-13 05:53:00,0.00,1.73,
2025-09-13 05:53:01,0.00,0.00,
2025-09-13 05:53:01,0.00,0.00,
2025-09-13 05:53:02,0.00,0.00,
2025-09-13 05:53:02,0.00,0.00,
2025-09-13 05:53:03,0.00,0.09,
2025-09-13 05:53:03,0.00,0.09,
2025-09-13 05:53:04,0.00,0.12,
2025-09-13 05:53:04,0.00,0.12,
2025-09-13 05:53:05,0.00,0.00,
2025-09-13 05:53:05,0.00,0.00,
2025-09-13 05:53:06,0.00,0.15,
2025-09-13 05:53:06,0.00,0.15,
2025-09-13 05:53:07,0.00,0.00,
2025-09-13 05:53:07,0.00,0.00,
2025-09-13 05:53:08,0.00,0.00,
2025-09-13 05:53:08,0.00,0.00,
2025-09-13 05:53:09,0.00,0.00,
2025-09-13 05:53:09,0.00,0.00,
2025-09-13 05:53:10,0.00,0.00,
2025-09-13 05:53:10,0.00,0.00,
2025-09-13 05:53:11,0.00,0.00,
2025-09-13 05:53:11,0.00,0.00,
2025-09-13 05:53:12,0.00,0.07,
2025-09-13 05:53:12,0.00,0.07,
2025-09-13 05:53:13,0.00,0.00,
2025-09-13 05:53:13,0.00,0.00,
2025-09-13 05:53:14,0.00,0.00,
2025-09-13 05:53:14,0.00,0.00,
2025-09-13 05:53:15,0.00,0.00,
2025-09-13 05:53:15,0.00,0.00,
2025-09-13 05:53:16,0.00,1.67,
2025-09-13 05:53:16,0.00,1.67,
2025-09-13 05:53:17,0.00,0.00,
2025-09-13 05:53:17,0.00,0.00,
2025-09-13 05:53:18,0.00,0.00,
2025-09-13 05:53:18,0.00,0.00,
2025-09-13 05:53:19,0.00,0.21,
2025-09-13 05:53:19,0.00,0.21,
2025-09-13 05:53:20,0.00,0.00,
2025-09-13 05:53:20,0.00,0.00,
2025-09-13 05:53:21,0.00,0.00,
2025-09-13 05:53:21,0.00,0.00,
2025-09-13 05:53:22,0.00,0.00,
2025-09-13 05:53:22,0.00,0.00,
2025-09-13 05:53:23,0.00,0.19,
2025-09-13 05:53:23,0.00,0.19,
2025-09-13 05:53:24,0.00,0.00,
2025-09-13 05:53:24,0.00,0.00,
2025-09-13 05:53:25,0.00,0.00,
2025-09-13 05:53:25,0.00,0.00,
2025-09-13 05:53:26,0.00,0.16,
2025-09-13 05:53:26,0.00,0.16,
2025-09-13 05:53:27,0.00,0.00,
2025-09-13 05:53:27,0.00,0.00,
2025-09-13 05:53:28,0.00,0.00,
2025-09-13 05:53:28,0.00,0.00,
2025-09-13 05:53:29,0.00,0.00,
2025-09-13 05:53:29,0.00,0.00,
2025-09-13 05:53:30,0.00,0.13,
2025-09-13 05:53:30,0.00,0.13,
2025-09-13 05:53:31,0.00,0.00,
2025-09-13 05:53:31,0.00,0.00,
2025-09-13 05:53:32,0.00,0.07,
2025-09-13 05:53:32,0.00,0.07,
2025-09-13 05:53:33,0.00,0.00,
2025-09-13 05:53:33,0.00,0.00,
2025-09-13 05:53:34,0.00,0.00,
2025-09-13 05:53:34,0.00,0.00,
2025-09-13 05:53:35,0.00,0.00,
2025-09-13 05:53:35,0.00,0.00,
2025-09-13 05:53:36,0.00,0.25,
2025-09-13 05:53:36,0.00,0.25,
2025-09-13 05:53:37,0.00,0.00,
2025-09-13 05:53:37,0.00,0.00,
2025-09-13 05:53:38,0.00,0.09,
2025-09-13 05:53:38,0.00,0.09,
2025-09-13 05:53:39,0.00,0.21,
2025-09-13 05:53:39,0.00,0.21,
2025-09-13 05:53:40,0.00,0.00,
2025-09-13 05:53:40,0.00,0.00,
2025-09-13 05:53:41,0.00,0.00,
2025-09-13 05:53:41,0.00,0.00,
2025-09-13 05:53:42,0.00,0.00,
2025-09-13 05:53:42,0.00,0.00,
2025-09-13 05:53:43,0.00,0.00,
2025-09-13 05:53:43,0.00,0.00,
2025-09-13 05:53:44,0.00,0.11,
2025-09-13 05:53:44,0.00,0.11,
2025-09-13 05:53:45,0.00,0.00,
2025-09-13 05:53:45,0.00,0.00,
2025-09-13 05:53:46,0.00,0.12,
2025-09-13 05:53:46,0.00,0.12,
2025-09-13 05:53:47,0.00,0.00,
2025-09-13 05:53:47,0.00,0.00,
2025-09-13 05:53:48,0.00,1.59,
2025-09-13 05:53:48,0.00,1.59,
2025-09-13 05:53:49,0.00,0.00,
2025-09-13 05:53:49,0.00,0.00,
2025-09-13 05:53:50,0.00,0.01,
2025-09-13 05:53:50,0.00,0.01,
2025-09-13 05:53:51,0.00,0.00,
2025-09-13 05:53:51,0.00,0.00,
2025-09-13 05:53:52,0.00,0.08,
2025-09-13 05:53:52,0.00,0.08,
2025-09-13 05:53:53,0.00,0.00,
2025-09-13 05:53:53,0.00,0.00,
2025-09-13 05:53:54,0.00,0.16,
2025-09-13 05:53:54,0.00,0.16,
2025-09-13 05:53:55,0.00,0.00,
2025-09-13 05:53:55,0.00,0.00,
2025-09-13 05:53:56,0.00,0.01,
2025-09-13 05:53:56,0.00,0.01,
2025-09-13 05:53:57,0.00,0.15,
2025-09-13 05:53:57,0.00,0.15,
2025-09-13 05:53:58,0.00,0.00,
2025-09-13 05:53:58,0.00,0.00,
2025-09-13 05:53:59,0.00,0.17,
2025-09-13 05:53:59,0.00,0.17,
2025-09-13 05:54:00,0.00,0.01,
2025-09-13 05:54:00,0.00,0.01,
2025-09-13 05:54:01,0.00,0.00,
2025-09-13 05:54:01,0.00,0.00,
2025-09-13 05:54:02,0.00,0.00,
2025-09-13 05:54:02,0.00,0.00,
2025-09-13 05:54:03,0.00,0.12,
2025-09-13 05:54:03,0.00,0.12,
2025-09-13 05:54:04,0.00,0.08,
2025-09-13 05:54:04,0.00,0.08,
2025-09-13 05:54:05,0.00,0.00,
2025-09-13 05:54:05,0.00,0.00,
2025-09-13 05:54:06,0.00,0.01,
2025-09-13 05:54:06,0.00,0.01,
2025-09-13 05:54:07,0.00,0.11,
2025-09-13 05:54:07,0.00,0.11,
2025-09-13 05:54:08,0.00,0.00,
2025-09-13 05:54:08,0.00,0.00,
2025-09-13 05:54:09,0.00,0.00,
2025-09-13 05:54:09,0.00,0.00,
2025-09-13 05:54:10,0.00,0.00,
2025-09-13 05:54:10,0.00,0.00,
2025-09-13 05:54:11,0.00,0.00,
2025-09-13 05:54:11,0.00,0.00,
2025-09-13 05:54:12,0.00,0.10,
2025-09-13 05:54:12,0.00,0.10,
2025-09-13 05:54:13,0.00,0.00,
2025-09-13 05:54:13,0.00,0.00,
2025-09-13 05:54:14,0.00,0.08,
2025-09-13 05:54:14,0.00,0.08,
2025-09-13 05:54:15,0.00,0.00,
2025-09-13 05:54:15,0.00,0.00,
2025-09-13 05:54:16,0.00,0.01,
2025-09-13 05:54:16,0.00,0.01,
2025-09-13 05:54:17,0.00,0.16,
2025-09-13 05:54:17,0.00,0.16,
2025-09-13 05:54:18,0.00,1.15,
2025-09-13 05:54:18,0.00,1.15,
2025-09-13 05:54:19,0.00,0.17,
2025-09-13 05:54:19,0.00,0.17,
2025-09-13 05:54:20,0.00,0.11,
2025-09-13 05:54:20,0.00,0.11,
2025-09-13 05:54:21,0.00,0.00,
2025-09-13 05:54:21,0.00,0.00,
2025-09-13 05:54:22,0.00,0.00,
2025-09-13 05:54:22,0.00,0.00,
2025-09-13 05:54:23,0.00,0.46,
2025-09-13 05:54:23,0.00,0.46,
2025-09-13 05:54:24,0.00,0.12,
2025-09-13 05:54:24,0.00,0.12,
2025-09-13 05:54:25,0.00,0.00,
2025-09-13 05:54:25,0.00,0.00,
2025-09-13 05:54:26,0.00,0.02,
2025-09-13 05:54:26,0.00,0.02,
2025-09-13 05:54:27,0.00,0.12,
2025-09-13 05:54:27,0.00,0.12,
2025-09-13 05:54:28,0.00,0.00,
2025-09-13 05:54:28,0.00,0.00,
2025-09-13 05:54:29,0.00,0.00,
2025-09-13 05:54:29,0.00,0.00,
2025-09-13 05:54:30,0.00,0.01,
2025-09-13 05:54:30,0.00,0.01,
2025-09-13 05:54:31,0.00,0.00,
2025-09-13 05:54:31,0.00,0.00,
2025-09-13 05:54:32,0.00,0.08,
2025-09-13 05:54:32,0.00,0.08,
2025-09-13 05:54:33,0.00,0.00,
2025-09-13 05:54:33,0.00,0.00,
2025-09-13 05:54:34,0.00,0.00,
2025-09-13 05:54:34,0.00,0.00,
2025-09-13 05:54:35,0.00,0.16,
2025-09-13 05:54:35,0.00,0.16,
2025-09-13 05:54:36,0.00,0.00,
2025-09-13 05:54:36,0.00,0.00,
2025-09-13 05:54:37,0.00,0.14,
2025-09-13 05:54:37,0.00,0.14,
2025-09-13 05:54:38,0.00,0.00,
2025-09-13 05:54:38,0.00,0.00,
2025-09-13 05:54:39,0.00,0.16,
2025-09-13 05:54:39,0.00,0.16,
2025-09-13 05:54:40,0.00,0.00,
2025-09-13 05:54:40,0.00,0.00,
2025-09-13 05:54:41,0.00,0.01,
2025-09-13 05:54:41,0.00,0.01,
2025-09-13 05:54:42,0.00,0.00,
2025-09-13 05:54:42,0.00,0.00,
2025-09-13 05:54:43,0.00,0.00,
2025-09-13 05:54:43,0.00,0.00,
2025-09-13 05:54:44,0.00,0.08,
2025-09-13 05:54:44,0.00,0.08,
2025-09-13 05:54:45,0.00,0.00,
2025-09-13 05:54:45,0.00,0.00,
2025-09-13 05:54:46,0.00,0.00,
2025-09-13 05:54:46,0.00,0.00,
2025-09-13 05:54:47,0.00,0.13,
2025-09-13 05:54:47,0.00,0.13,
2025-09-13 05:54:48,0.00,0.00,
2025-09-13 05:54:48,0.00,0.00,
2025-09-13 05:54:49,0.00,1.02,
2025-09-13 05:54:49,0.00,1.02,
2025-09-13 05:54:50,0.00,0.07,
2025-09-13 05:54:50,0.00,0.07,
